data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8628360,854,BFO5699,5699,31-Oct-21,2021,1,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Niger),Labour Group (Niger),7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Sidwaya; AIB (Burkina Faso),New media-National,"On 31 October 2021, suspected ISWAP (Greater Sahara) militants fired gunshots against Nigerien truck drivers about 4km from the town of Dori (Dori, Seno). One truck driver was wounded.",0,1636405421,BFA
8628365,854,BFO5712,5712,28-Oct-21,2021,1,Battles,Armed clash,Military Forces of Burkina Faso (2015-),,1,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Mangodara,9.9,-4.35,2,Undisclosed Source; Burkina24; L'Observateur Paalga; AIB (Burkina Faso); Infowakat,Local partner-Other,"On 28 October 2021, Burkinabe forces carried out an operation against presumed Katiba Macina (JNIM) militants between Mangodara and Koflande (Mangodara, Comoe). About ten militants were 'neutralized' (presumably killed), and weapons, explosives, and equipment seized.",10,1636405421,BFA
8638308,854,BFO106,106,7-Jun-08,2008,1,Battles,Armed clash,Fula Ethnic Militia (Burkina Faso),,4,Lobi Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Sud-Ouest,Bougouriba,Dolo,Bougouriba,10.8333,-3.4167,2,The New Humanitarian,International,Two Lobi farmers were killed which sparked a weekend of violence in Bougouriba region where 6 Fula were killed during the weekend.,2,1636413266,BFA
8638309,854,BFO107,107,8-Jun-08,2008,1,Battles,Armed clash,Fula Ethnic Militia (Burkina Faso),,4,Lobi Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Sud-Ouest,Bougouriba,Dolo,Bougouriba,10.8333,-3.4167,2,The New Humanitarian,International,Two Lobi farmers were killed which sparked a weekend of violence in Bougouriba region where 6 Fula were killed during the weekend.,2,1636413266,BFA
8638310,854,BFO105,105,6-Jun-08,2008,1,Battles,Armed clash,Fula Ethnic Militia (Burkina Faso),,4,Lobi Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Sud-Ouest,Bougouriba,Tiankoura,Tiankoura,10.7667,-3.2667,1,The New Humanitarian,International,Two Lobi farmers were killed which sparked a weekend of violence in Bougouriba region where 6 Fula were killed during the weekend.,2,1636413266,BFA
8644002,854,BFO5714,5714,4-Nov-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland; Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Nabenli,12.0664,0.7074,1,Facebook; Infowakat; MinuteBf; Undisclosed Source,Local partner-Other,"On 4 November 2021, presumed JNIM militants abducted and killed a volunteer fighter (VDP) chief while he was working on his farmland in the village of Nabenli (Fada Ngourma, Gourma).",1,1637008333,BFA
8653955,854,BFO5762,5762,16-Nov-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),Save Burkina Faso,6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Sidwaya,New media,"On 16 November 2021, a number of people participated in a demonstration organized by the Save Burkina Faso [Sauvons le Burkina Faso] movement in the town of Dori (Dori, Seno). The demonstrators denounced the security situation in Burkina Faso after the Inata attack, which caused the death of 53 people. [size=no report]",0,1637615529,BFA
8662953,854,BFO5830,5830,25-Nov-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Twitter; AIB (Burkina Faso),New media-National,"On 25 November 2021, a number of people including civil society organizations demonstrated in the town of Dori (Dori, Seno). The demonstrators denounced poor governance by the regime and insecurity. [size=no report]",0,1638225128,BFA
8673428,854,BFO5858,5858,27-Nov-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),Save Burkina Faso,6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Twitter; Le Faso; Infowakat; BF1 TV; L'Observateur Paalga; Facebook,New media-National,"On 27 November 2021, a number of people including the Save Burkina Faso movement demonstrated in the town of Dori (Dori, Seno). The demonstrators called for the resignation of President Kabore amid growing insecurity. [size=no report]",0,1638831647,BFA
8673431,854,BFO5865,5865,27-Nov-21,2021,1,Violence against civilians,Abduction/forced disappearance,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,Civilians (Burkina Faso),Farmers (Burkina Faso); VDP: Volunteer for Defense of Homeland,7,27,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Mouroukoudougou,9.8782,-4.2699,2,Undisclosed Source; Facebook; Sidwaya,Local partner-Other,"On 27 November 2021, presumed Katiba Macina (JNIM) militants burned farmland and harvest, chased residents, and abducted six farmers including two volunteer fighters (VDP) near the village of Mouroukoudougou (Mangodara, Comoe).",0,1638831647,BFA
8673830,854,BFO5899,5899,3-Dec-21,2021,1,Strategic developments,Looting/property destruction,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Sourou,Lanfiera,Guiedougou,12.9972,-3.4253,1,Facebook,New media,"Property destruction: On 3 December 2021, presumed Katiba Macina (JNIM) militants burned the harvest of a farmer in the village of Guiedougou (Lanfiera, Sourou).",0,1638831648,BFA
8686991,854,BFO5921,5921,5-Dec-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Burkina24,National,"On 5 December 2021, a number of youths from the Balkuy youth movement staged a demonstration in the Balkuy quarter in Ouagadougou (Ouagadougou, Kadiogo). The demonstrators demanded the restitution of land plots 'withdrawn' for rehabilitation. The demonstrators warned that if their demands were not met they would barricade the road to Kombissiri. [size=no report]",0,1639431632,BFA
8687357,854,BFO5953,5953,8-Dec-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Komsilga,Saptoana,12.242,-1.491,1,Radio Omega,National,"On 8 December 2021, a number of residents gathered to demonstrate in Saptoana (Komsilga, Kadiogo). The demonstrators reclaimed their land or compensation from the Burkina Construction and Real Estate Management Company (SOCOGIB). [size=no report]",0,1639431633,BFA
8687472,854,BFO5908,5908,2-Dec-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Payegou,11.9079,0.4699,1,Undisclosed Source,Local partner-Other,"On 2 December 2021, presumed JNIM militants killed three farmers in the village of Payegou (Fada Ngourma, Gourma).",3,1639431633,BFA
8704597,854,BFO4488,4488,5-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Burkina Faso),,3,Civilians (Burkina Faso),Gourmantche Ethnic Group (Burkina Faso); Farmers (Burkina Faso),7,37,Western Africa,Burkina Faso,Est,Tapoa,Logobou,Kindi-Kombou,11.7203,1.6643,2,Undisclosed Source; Facebook,Local partner-Other,"On 5 April 2021, unknown gunmen killed two Gourmantche farmers on the road between Kindi-Kombou (Logobou, Tapoa) and Diapaga.",2,1641863883,BFA
8705847,854,BFO6004,6004,12-Dec-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Nord,Bam,Bourzanga,Zomkalga,13.591,-1.513,1,Facebook,New media,"On 12 December 2021, presumed JNIM militants abducted three farmers in the village of Zomkalga (Bourzanga, Bam).",0,1641863886,BFA
8707048,854,BFO6156,6156,3-Jan-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Pendima,11.594,0.4605,1,Undisclosed Source,Local partner-Other,"On 3 January 2022, presumed JNIM militants abducted a farmer in the village of Pendima (Fada Ngourma, Gourma).",0,1641863889,BFA
8775374,854,BFO6088,6088,24-Dec-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Government of Burkina Faso (2015-); Labour Group (Burkina Faso),7,27,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,1,L'Observateur Paalga; Sidwaya; Sahel Security Alerts; Infowakat,New media-International,"On 24 December 2021, presumed JNIM militants attacked the village of Koflande (Mangodara, Comoe). The militants killed a municipal councilman and two other residents, and looted and burned shops and property.",3,1642167837,BFA
8786022,854,BFO6177,6177,12-Jan-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Gourmantche Ethnic Group (Burkina Faso); Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Yendjoaga-Gourmantche,12.1165,1.0031,1,Undisclosed Source,Local partner-Other,"On 12 January 2022, presumed JNIM militants abducted a male Gourmantche farmer in the village of Yendjoaga-Gourmantche (Matiacoali, Gourma).",0,1642439769,BFA
8792951,854,BFO6250,6250,20-Jan-22,2022,1,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Burkina Faso),,4,24,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,1,Facebook; Infowakat; Signal,New media-National,"On 20 January 2022, presumed JNIM militants and Dozo militiamen clashed in the village of Koflande (Mangodara, Comoe). One Dozo chief was killed.",1,1643040847,BFA
8793275,854,BFO6249,6249,15-Jan-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Health Workers (Burkina Faso),7,27,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,1,Undisclosed Source,Local partner-Other,"Property destruction: On 15 January 2022, presumed JNIM militants vandalized a health center in the village of Koflande (Mangodara, Comoe). The militants also fired gunshots in the air and interrogated residents.",0,1643040848,BFA
8793276,854,BFO6270,6270,18-Jan-22,2022,1,Strategic developments,Disrupted weapons use,Military Forces of Burkina Faso (2015-),Police Forces of Burkina Faso (2015-) Gendarmerie,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,1,Undisclosed Source,Local partner-Other,"Defusal: On 18 January 2022, a mixed army and gendarmerie unit (GARSI) discovered and destroyed an IED likely planted by JNIM militants in the village of Koflande (Mangodara, Comoe).",0,1643040848,BFA
8793278,854,BFO6247,6247,14-Jan-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Yendjoaga-Gourmantche,12.1165,1.0031,1,Undisclosed Source,Local partner-Other,"On 14 January 2022, presumed JNIM militants abducted a male farmer in the village of Yendjoaga-Gourmantche (Matiacoali, Gourma).",0,1643040848,BFA
8801208,854,BFO6325,6325,27-Jan-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Government of Burkina Faso (2015-),7,27,Western Africa,Burkina Faso,Est,Gourma,Yamba,Yamba,12.2975,0.3386,1,L'Observateur Paalga; AIB (Burkina Faso),National,"Property destruction: On 27 January 2022, presumed JNIM militants burned the building of the rural land service in the town of Yamba (Yamba, Gourma).",0,1643646041,BFA
8801498,854,BFO6297,6297,28-Jan-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Undisclosed Source,Local partner-Other,"On 28 January 2022, the Burkinabe air force conducted airstrikes against presumed JNIM militant positions in the forests of Boulon and Koflande, location coded as Koflande (Mangodara, Comoe). Casualties unknown.",0,1643646041,BFA
8817043,854,BFO6419,6419,31-Jan-22,2022,1,Riots,Violent demonstration,Rioters (Burkina Faso),,5,,,0,50,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Burkina24,National,"On 31 January 2022, dozens of residents with stones and branches demonstrated and barricaded the main road in front of the National Company for the Development of Urban Land (SONATUR) in the capital of Ouagadougou (Ouagadougou, Kadiogo). The demonstrators denounced a land distribution in the that left some residents in the Silmiougou quarter without land and forced to leave within three months. [size=dozens]",0,1644252032,BFA
8829367,854,BFO6456,6456,9-Feb-22,2022,1,Battles,Armed clash,Unidentified Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,Unidentified Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,44,Western Africa,Burkina Faso,Cascades,Comoe,Tiefora,Kangounadeni,10.4833,-4.6166,2,AIB (Burkina Faso); Undisclosed Source,Local partner-Other,"On 9 February 2022, farmers clashed over a land dispute between the villages of Kangounadeni and Boussara (Tiefora, Cascades). Four people were killed and several others wounded including one severely.",4,1644869101,BFA
8829469,854,BFO6435,6435,7-Feb-22,2022,1,Battles,Armed clash,Military Forces of France (2017-),,8,Ansaroul Islam,JNIM: Group for Support of Islam and Muslims,2,28,Western Africa,Burkina Faso,Nord,Yatenga,Thiou,Thiou,13.8031,-2.6545,2,Armee Francaise,International,"On 7 February 2022, overnight French Operation Barkhane forces carried out a combined air-ground operation involving airstrike and air-landed commandos against Ansaroul Islam (JNIM) militants in the area of Thiou (Thiou, Yatenga). Ten militants and four civilians were killed in the operation, and weapons and explosives seized.",14,1644869102,BFA
8843343,854,BFO5612,5612,20-Oct-21,2021,1,Violence against civilians,Sexual violence,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Women (Burkina Faso); Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Gangani,14.7501,-0.0301,2,Undisclosed Source,Local partner-Other,"On 20 October 2021, presumed ISWAP (Greater Sahara) militants raped and wounded a woman on farmland near the village of Gangani (Markoye, Oudalan).",0,1645032563,BFA
8843429,854,BFO5167,5167,4-Aug-21,2021,1,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Gadba,14.6073,0.1322,1,Wakat Sera; AIB (Burkina Faso); Undisclosed Source; Facebook; AFP; AP; Infowakat; L'Observateur Paalga; Sahel Security Alerts,Local partner-Other,"On 4 August 2021, presumed ISWAP (Greater Sahara) militants killed six farmers, burned houses, and seized livestock in the village of Gadba (Markoye, Oudalan).",6,1645032563,BFA
8843431,854,BFO5171,5171,4-Aug-21,2021,1,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Tokabangou,14.6402,0.1525,1,Undisclosed Source; Infowakat; Sahel Security Alerts; L'Observateur Paalga; Wakat Sera; AFP; AP; AIB (Burkina Faso),Local partner-Other,"On 4 August 2021, presumed ISWAP (Greater Sahara) militants killed five farmers, burned houses, and seized livestock in the village of Tokabangou (Markoye, Oudalan).",5,1645032563,BFA
8843621,854,BFO4110,4110,15-Oct-20,2020,1,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Teachers (Burkina Faso); Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Salmossi,14.5619,-0.0724,2,Whatsapp; Infowakat; AFP,New media-National,"On 15 October 2020, suspected ISGS militants killed two people including a school director and a farmer, and wounded another person between Salmossi and Markoye (Markoye, Oudalan).",2,1645032564,BFA
8849520,854,BFO6477,6477,6-Feb-22,2022,1,Battles,Armed clash,Military Forces of Burkina Faso (2015-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Sud-Ouest,Poni,Djigoue,Djigoue,10.0524,-3.8195,2,Facebook; Undisclosed Source; Bafuji Infos; MinuteBf,Local partner-Other,"On 6 February 2022, soldiers and volunteer fighters (VDP) carried out a two-day operation against suspected JNIM militants in the areas of Djigoue (Djigoue, Poni) and Koflande (Mangodara, Comoe), including airstrikes carried out in the areas of Babrora, Birira, and Koro (Djigoue, Poni). At least twenty militants were killed. Fatalities are split across five events.",4,1645470967,BFA
8849521,854,BFO6478,6478,6-Feb-22,2022,1,Battles,Armed clash,Military Forces of Burkina Faso (2015-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,MinuteBf; Facebook,New media,"On 6 February 2022, soldiers and volunteer fighters (VDP) carried out a two-day operation against suspected JNIM militants in the areas of Koflande (Mangodara, Comoe) and Djigoue (Djigoue, Poni), including airstrikes carried out in the areas of Babrora, Birira, and Koro (Djigoue, Poni). At least twenty militants were killed. Fatalities are split across five events.",4,1645470967,BFA
8849873,854,BFO6541,6541,15-Feb-22,2022,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,1,Undisclosed Source,Local partner-Other,"On 15 February 2022, presumed JNIM militants attacked the village of Koflande (Mangodara, Comoe). The militants killed one civilian.",1,1645470968,BFA
8849889,854,BFO6525,6525,14-Feb-22,2022,1,Strategic developments,Other,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 14 February 2022, presumed ISWAP (Greater Sahara) militants ran a checkpoint and controlled road users between Dori (Dori, Seno) and Seytenga (Seytenga, Seno).",0,1645470968,BFA
8849894,854,BFO6483,6483,7-Feb-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Sud-Ouest,Poni,Djigoue,Koro,9.9094,-3.9046,2,Undisclosed Source,Local partner-Other,"On 7 February 2022, the Burkinabe air force carried airstrike against presumed JNIM militants in the area of Koro (Djigoue, Poni). At least twenty militants were killed in a two-day operation in the areas of Djigoue (Djigoue, Poni) and Koflande (Mangodara, Comoe), including airstrikes in the areas of Babrora, Birira, and Koro (Djigoue, Poni). Fatalities are split across five events.",4,1645470968,BFA
8849916,854,BFO6482,6482,7-Feb-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Sud-Ouest,Poni,Djigoue,Birira,9.9281,-4.0313,2,Undisclosed Source,Local partner-Other,"On 7 February 2022, the Burkinabe air force carried airstrike against presumed JNIM militants in the area of Birira (Djigoue, Poni). At least twenty militants were killed in a two-day operation in the areas of Djigoue (Djigoue, Poni) and Koflande (Mangodara, Comoe), including airstrikes in the areas of Babrora, Birira, and Koro (Djigoue, Poni). Fatalities are split across five events.",4,1645470968,BFA
8849928,854,BFO6481,6481,7-Feb-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Sud-Ouest,Poni,Djigoue,Babrora,10.0831,-3.8191,2,Undisclosed Source,Local partner-Other,"On 7 February 2022, the Burkinabe air force carried airstrike against presumed JNIM militants in the area of Babrora (Djigoue, Poni). At least twenty militants were killed in a two-day operation in the areas of Djigoue (Djigoue, Poni) and Koflande (Mangodara, Comoe), including airstrikes in the areas of Babrora, Birira, and Koro (Djigoue, Poni). Fatalities are split across five events.",4,1645470968,BFA
8849940,854,BFO6515,6515,13-Feb-22,2022,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Mauritania),Labour Group (Mauritania),7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Undisclosed Source,Local partner-Other,"Looting: On 13 February 2022, presumed ISWAP (Greater Sahara) militants seized a vehicle and equipment belonging to a Mauritanian construction company between Dori and Mbamga (Dori, Seno).",0,1645470968,BFA
8861479,854,BFO6309,6309,24-Jan-22,2022,1,Strategic developments,Other,Mutiny of Military Forces of Burkina Faso (2015-),MPSR: Patriotic Movement for Safeguarding and Restoration,1,,,0,10,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Burkina24; Savane FM; Jeune Afrique; AP; AIB (Burkina Faso); Radio Omega,Subnational-National,"Coup/military takeover: On 24 January 2022, mutinous soldiers announced seizing power and creating a military junta named the Patriotic Movement for Safeguarding and Restoration (MPSR) in a televised speech in the capital of Ouagadougou (Ouagadougou, Kadiogo). The soldiers also announced that President Roch Kabore was deposed after signing his resignation, and the constitution, the government, and the national assembly had been suspended. The junta also declared the closure of land and air borders and a night curfew. The leader of the military junta MPSR, Lieutenant-Colonel Paul-Henri Sandaogo Damiba, was inaugurated as president on 16 February 2022. Two civilians were killed and twelve others wounded by stray bullets on during the coup events of 23 and 24 January. Fatalities are split across two events.",1,1646077432,BFA
8861626,854,BFO6677,6677,19-Feb-22,2022,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre-Ouest,Sissili,Leo,Leo,11.1003,-2.1065,1,AIB (Burkina Faso),National,"On 19 February 2022, about sixty people including members of the organization 'Save the Homeland' (Sauvons la patrie) staged a demonstration march in support of the military junta MPSR in the town of Leo (Leo, Sissili). [size=around sixty]",0,1646077432,BFA
8974296,854,BFO6887,6887,22-Mar-22,2022,1,Battles,Armed clash,Unidentified Armed Group (Burkina Faso),,3,Houare Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,34,Western Africa,Burkina Faso,Est,Tapoa,Logobou,Houare,11.626,1.6353,1,Undisclosed Source; Facebook,Local partner-Other,"On 22 March 2022, unknown gunmen attacked the domicile of a male farmer in the village of Houare (Logobou, Tapoa). The attack was repelled and at least one gunman killed and a weapon seized.",1,1649088162,BFA
8974310,854,BFO6972,6972,26-Mar-22,2022,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,L'Observateur Paalga; MinuteBf,New media-National,"On 26 March 2022, a number of people demonstrated in front of the gendarmerie in the Boulmiougou quarter in the capital of Ouagadougou (Ouagadougou, Kadiogo). The demonstrators demanded the release of a resident who had been arrested along with two others (who had already been released) as part of a land dispute. The resident was eventually released. [size=no report]",0,1649088162,BFA
9194655,854,BFO7110,7110,30-Apr-22,2022,1,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),,2,Civilians (Burkina Faso),Government of Burkina Faso (2022-),7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Undisclosed Source; AIB (Burkina Faso); Reelle Afrique; Wakat Sera; Whatsapp,Local partner-Other,"On 30 April 2022, suspected IS Sahel militants abducted the secretary general at the Dori mayor office along with his vehicle between Dori (Dori, Seno) and Bani (Dori, Seno). The militants seized the vehicle and mobile phones before releasing the abducted.",0,1652116564,BFA
9195333,854,BFO7156,7156,22-Apr-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Est,Boulgou,Bittou,Mogande,11.1762,-0.1817,2,Undisclosed Source,Local partner-Other,"On 22 April 2022, presumed JNIM militants abducted a male farmer in the area of Mogande (Bittou, Boulgou). The militants suspected the farmer of being a volunteer fighter (VDP) but released him following verification.",0,1652116566,BFA
9195378,854,BFO7183,7183,25-Apr-22,2022,1,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Undisclosed Source,Local partner-Other,"On 25 April 2022, presumed IS Sahel militants killed an individual and severely wounded a woman aboard a tricycle on the road between Dori (Dori, Seno) and Seytenga (Seytenga, Seno).",1,1652116566,BFA
9211753,854,BFO1258,1258,29-Nov-18,2018,1,Protests,Peaceful protest,Protesters (Burkina Faso),"CCVC: National Coalition against High Cost of Living, Corruption, Fraud and Impunity and for Liberty",6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Facebook,New media,"On 29 November 2018, residents in Dori marched in protest against increased fuel prices and expensive living costs amid the call for general strike by the National Coalition against High Cost of Living (CCVC).",0,1652375160,BFA
9215704,854,BFO1078,1078,25-Aug-18,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),,7,17,Western Africa,Burkina Faso,Centre-Nord,Bam,Sabse,Imiougou,13.1337,-1.5391,1,AIB (Burkina Faso),National,"On 25 August 2018, a farmer was wounded when handling a grenade found by children on his property in Imiougou, Bam Province, it is believed that the grenade was mistakenly left behind by the army.",0,1652375172,BFA
9217770,854,BFO1066,1066,30-Jun-18,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Burkina Faso),,3,Civilians (Burkina Faso),,7,37,Western Africa,Burkina Faso,Nord,Loroum,Solle,Solle,14.1333,-2.1,2,Faso Nord,Subnational,"On 30 June 2018, unknown gunmen abducted a herder, his wife and child in the hamlet of Bolombola about 1km from Solle.",0,1652375178,BFA
9218024,854,BFO1147,1147,23-Jun-18,2018,1,Protests,Peaceful protest,Protesters (Burkina Faso),ADP: Alliance for the Defense of the Homeland,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Le Pays,National,"On 23 June 2018, people including artists and activists gathered to a meeting in Ouagadougou organized by the civil society organization the Alliance for the Defense of the Homeland, protesting against bad governance, water and electricity cuts, and the food crisis.",0,1652375179,BFA
9220747,854,BFO1136,1136,3-Apr-18,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Burkina Faso),,3,Civilians (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali),7,37,Western Africa,Burkina Faso,Nord,Yatenga,Kain,Dore,13.9335,-2.6206,2,Faso Nord,Subnational,"On 3 April 2018, unknown gunmen attacked and gunshot wounded two Dogon herders coming from Mali in the area of Dore, the gunmen also seized their herd of livestock.",0,1652375187,BFA
9221664,854,BFO1135,1135,9-Mar-18,2018,1,Riots,Mob violence,Rioters (Burkina Faso),Kouba Communal Group (Burkina Faso),5,Rioters (Burkina Faso),Koubri Communal Group (Burkina Faso),5,55,Western Africa,Burkina Faso,Centre,Kadiogo,Koubri,Koubri,12.1872,-1.3997,1,Radio Omega,National,"On 9 March 2018, Kouba residents went to Koubri to protest against a real estate developer who had bought land in the area, the group was prevented to enter Koubri by another group and street fighting erupted, one individual was wounded by a machete.",0,1652375190,BFA
